step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,0,-1,in,2.0,0,-1,-120.0,True,0.0,0.3984,0.0
2,4,-1,in,2.0,0,-1,-120.0,True,1.2374,0.3984,0.0
3,2,1,in,2.0,0,1,120.0,True,0.3656,0.3984,0.0
4,1,-1,in,2.0,0,-1,-120.0,True,0.1179,0.3984,0.0
5,5,-1,in,2.0,0,-1,-120.0,True,1.4269,0.3984,0.0
6,15,1,out,2.0,0,1,120.0,True,8.1492,0.3984,0.0
7,21,1,out,2.0,0,1,120.0,True,1.8709,0.3984,0.0
8,12,-1,in,2.0,0,-1,-120.0,True,6.7621,0.3984,0.0
9,6,-1,in,2.0,0,-1,-120.0,True,0.8613,0.3984,0.0
10,11,-1,in,2.0,0,-1,-120.0,True,6.6375,0.3984,0.0
11,12,1,in,2.0,-1,0,0.0,True,7.5449,0.3984,0.0
12,16,1,out,2.0,0,1,120.0,True,6.5031,0.3984,0.0
