step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,15,-1,out,2.0,0,-1,-120.0,True,8.6479,0.3984,0.0
2,9,1,in,2.0,0,1,120.0,True,5.7932,0.3984,0.0
3,11,-1,in,2.0,0,-1,-120.0,True,7.9251,0.3984,0.0
4,19,-1,out,2.0,0,-1,-120.0,True,3.5483,0.3984,0.0
5,5,1,in,2.0,0,1,120.0,True,1.8709,0.3984,0.0
6,1,1,in,2.0,0,1,120.0,True,0.1211,0.3984,0.0
7,25,1,out,2.0,0,1,120.0,True,0.1179,0.3984,0.0
8,23,1,out,2.0,0,1,120.0,True,0.5886,0.3984,0.0
9,0,1,in,2.0,0,1,120.0,True,0.0,1.2149,0.0
