step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,0,1,in,2.0,0,1,120.0,True,0.0,0.3984,0.0
2,9,1,out,2.0,0,1,120.0,True,3.5483,0.3984,0.0
3,13,1,out,2.0,0,1,120.0,True,0.7366,0.3984,0.0
4,10,1,out,2.0,0,1,120.0,True,1.5758,0.3984,0.0
5,5,1,out,2.0,0,1,120.0,True,2.0672,0.3984,0.0
6,6,1,out,2.0,0,1,120.0,True,1.9969,0.3984,0.0
7,10,-1,out,2.0,1,0,0.0,True,1.5758,0.3984,0.0
