step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,0,-1,in,2.0,0,-1,-120.0,True,0.0,0.3984,0.0
2,8,-1,in,2.0,0,-1,-120.0,True,4.5981,0.3984,0.0
3,14,-1,out,2.0,0,-1,-120.0,True,10.3097,0.3984,0.0
4,20,-1,out,2.0,0,-1,-120.0,True,2.6402,0.3984,0.0
5,21,1,out,2.0,0,1,120.0,True,1.7259,0.3984,0.0
6,15,1,out,2.0,0,1,120.0,True,3.4792,0.8926,0.0
