step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,3,-1,in,2.0,0,-1,-120.0,True,0.7366,0.3984,0.0
2,1,-1,in,2.0,0,-1,-120.0,True,0.1211,0.3984,0.0
3,25,1,out,2.0,0,1,120.0,True,0.1211,0.3984,0.0
4,2,1,in,2.0,0,1,120.0,True,0.3186,0.3984,0.0
5,11,1,in,2.0,0,1,120.0,True,7.9385,0.3984,0.0
6,10,1,in,2.0,0,1,120.0,True,6.4515,0.3984,0.0
7,21,-1,out,2.0,0,-1,-120.0,True,1.6837,0.3984,0.0
8,24,1,out,2.0,0,1,120.0,True,0.2135,0.3984,0.0
9,23,-1,out,2.0,0,-1,-120.0,True,0.6387,0.3984,0.0
10,10,-1,in,2.0,1,0,0.0,True,6.4515,0.3984,0.0
11,15,1,in,2.0,0,1,120.0,True,7.1661,0.3984,0.0
12,10,1,out,2.0,0,1,120.0,True,10.153,0.3984,14.0069
13,21,1,out,2.0,-1,0,0.0,True,1.205,0.3984,0.0
14,12,1,out,2.0,0,1,120.0,True,12.308,0.3984,0.0
15,14,-1,out,2.0,0,-1,-120.0,True,8.9086,0.3984,0.0
16,15,-1,out,2.0,1,0,0.0,True,7.262,0.3984,0.0
17,15,-1,out,2.0,0,-1,-120.0,True,7.153,0.3984,0.0
18,13,-1,out,2.0,0,-1,-120.0,True,7.9179,0.3984,0.0
19,17,-1,out,2.0,0,-1,-120.0,True,4.9274,0.3984,0.0
20,13,1,out,2.0,-1,0,0.0,True,7.2119,0.3984,0.0
21,7,-1,out,2.0,0,-1,-120.0,True,1.6551,0.3984,20.5537
22,14,1,out,2.0,-1,0,0.0,True,7.7831,0.3984,0.0
23,17,1,in,2.0,-1,0,0.0,True,9.623,0.3984,0.0
24,7,1,in,2.0,-1,0,0.0,True,2.9005,0.3984,0.0
25,11,-1,in,2.0,1,0,0.0,True,7.6683,0.3984,0.0
26,11,1,out,2.0,0,1,120.0,True,10.8648,0.3984,0.0
27,17,-1,out,2.0,0,-1,-120.0,True,4.9274,0.3984,0.0
28,14,1,out,2.0,0,1,120.0,True,7.7831,0.3984,0.0
