step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,14,1,out,2.0,0,1,120.0,True,0.3656,0.3984,0.0
2,5,1,in,2.0,0,1,120.0,True,1.6987,0.3984,0.0
3,10,-1,out,2.0,0,-1,-120.0,True,2.0956,0.3984,0.0
4,7,-1,out,2.0,0,-1,-120.0,True,2.3354,0.3984,0.0
5,8,1,out,2.0,0,1,120.0,True,1.6669,0.3984,0.0
6,7,1,out,2.0,-1,0,0.0,True,2.4885,0.3984,32.3556
7,11,-1,out,2.0,0,-1,-120.0,True,1.6754,0.3984,0.0
