step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,8,-1,in,2.0,0,-1,-120.0,True,4.5981,0.3984,0.0
2,1,-1,in,2.0,0,-1,-120.0,True,0.1211,0.3984,0.0
3,3,1,in,2.0,0,1,120.0,True,0.6779,0.3984,0.0
4,7,1,in,2.0,0,1,120.0,True,2.3207,0.3984,0.0
5,9,-1,out,2.0,0,-1,-120.0,True,3.5483,0.3984,0.0
6,7,-1,out,2.0,1,0,0.0,True,3.1362,0.3984,10.3102
7,14,1,out,2.0,0,1,120.0,True,0.3248,0.3984,0.0
