step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,7,-1,out,2.0,0,-1,-120.0,True,0.6594,0.3984,0.0
2,8,1,out,2.0,0,1,120.0,True,0.3248,0.3984,0.0
3,3,-1,in,2.0,0,-1,-120.0,True,0.7366,0.3984,0.0
4,2,1,in,2.0,0,1,120.0,True,0.3656,0.3984,0.0
5,3,1,in,2.0,-1,0,0.0,True,0.3512,0.3984,28.9063
6,1,-1,in,2.0,0,-1,-120.0,True,0.1068,0.3984,0.0
7,5,-1,out,2.0,0,-1,-120.0,True,1.315,0.3984,0.0
8,6,1,out,2.0,0,1,120.0,True,0.7586,0.3984,0.0
9,9,1,out,2.0,0,1,120.0,True,0.1211,0.3984,0.0
10,4,-1,in,2.0,0,-1,-120.0,True,0.6378,0.3984,10.3102
11,8,-1,in,2.0,1,0,0.0,True,0.1071,0.3984,9.7353
12,4,1,out,2.0,-1,0,0.0,True,1.8915,0.3984,0.0
13,6,-1,out,2.0,1,0,0.0,True,0.4444,0.3984,10.3102
14,8,1,out,2.0,0,1,120.0,True,0.2135,0.3984,0.0
15,5,1,out,2.0,-1,0,0.0,True,1.0794,0.3984,0.0
16,6,1,out,2.0,0,1,120.0,True,0.6118,0.3984,0.0
17,5,1,in,2.0,0,1,120.0,True,1.2043,0.3984,0.0
