step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,1,1,in,2.0,0,1,120.0,True,0.1068,0.3984,0.0
2,9,-1,out,2.0,0,-1,-120.0,True,0.1211,0.3984,0.0
3,3,-1,in,2.0,0,-1,-120.0,True,0.6876,0.3984,0.0
4,6,-1,out,2.0,0,-1,-120.0,True,1.1079,0.3984,0.0
5,8,1,in,2.0,0,1,120.0,True,1.1144,0.3984,22.9379
6,6,1,out,2.0,-1,0,0.0,True,0.8318,0.3984,6.3294
7,8,-1,out,2.0,1,0,0.0,True,0.3223,0.3984,0.0
8,6,1,in,2.0,0,1,120.0,True,1.485,0.3984,4.9794
9,4,1,in,2.0,0,1,120.0,True,0.5435,0.3984,0.0
10,5,-1,in,2.0,0,-1,-120.0,True,1.0751,0.3984,0.0
11,5,1,out,2.0,-1,0,0.0,True,1.4635,0.3984,8.0773
12,8,-1,out,2.0,0,-1,-120.0,True,0.3186,0.3984,0.0
13,5,1,in,2.0,0,1,120.0,True,1.0751,0.3984,9.7353
