step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,0,-1,in,2.0,0,-1,-120.0,True,0.0,0.3984,0.0
2,18,1,out,2.0,0,1,120.0,True,3.1966,0.3984,240.0597
3,9,1,in,2.0,0,1,120.0,True,5.0531,0.3984,739.6432
4,19,1,out,2.0,0,1,120.0,True,2.534,0.3984,0.0
5,10,1,in,2.0,0,1,120.0,True,5.5337,0.3984,7.1563
