step,joint,delta,side,duration_s,state_before,state_after,angle_after_deg,hard_ok,peak_demand_nm,max_penetration_mm,max_ground_depth_mm
1,23,-1,out,2.0,0,-1,-120.0,True,0.6594,0.3984,0.0
2,5,1,in,2.0,0,1,120.0,True,1.6987,0.3984,0.0
3,3,-1,in,2.0,0,-1,-120.0,True,0.7366,0.3984,0.0
4,2,1,in,2.0,0,1,120.0,True,0.3656,0.3984,0.0
5,3,1,in,2.0,-1,0,0.0,True,0.3512,0.3984,28.9063
6,10,-1,in,2.0,0,-1,-120.0,True,6.5186,0.3984,0.0
7,9,1,in,2.0,0,1,120.0,True,3.7247,0.3984,0.0
8,6,1,in,2.0,0,1,120.0,True,2.1749,0.3984,0.0
9,15,-1,in,2.0,0,-1,-120.0,True,6.1855,0.3984,0.0
10,10,1,in,2.0,-1,0,0.0,True,3.4557,0.3984,0.0
11,12,1,in,2.0,0,1,120.0,True,6.0838,0.3984,0.0
12,14,1,in,2.0,0,1,120.0,True,4.773,0.3984,0.0
13,15,1,in,2.0,-1,0,0.0,True,8.5543,0.3984,0.0
14,16,1,in,2.0,0,1,120.0,True,8.3236,0.3984,6.3294
15,14,-1,in,2.0,1,0,0.0,True,4.773,0.3984,0.0
16,15,-1,in,2.0,0,-1,-120.0,True,8.3133,0.3984,0.0
17,15,1,out,2.0,-1,0,0.0,True,6.644,0.3984,8.0773
18,14,-1,out,2.0,0,-1,-120.0,True,4.9619,0.3984,0.0
19,16,-1,in,2.0,1,0,0.0,True,6.7287,0.3984,4.9794
20,14,1,in,2.0,-1,0,0.0,True,4.773,0.3984,0.0
21,16,-1,in,2.0,0,-1,-120.0,True,10.2758,0.3984,0.0
